transaction_id,customer_id,date,order_value,product_category,is_return
T01125,C0015,2022-11-07,55.96,Electronics,False
T00887,C0341,2023-02-16,90.16,Home & Living,False
T00600,C0405,2023-11-30,178.14,Electronics,False
T01087,C0099,2024-02-11,138.37,Clothing,False
T01462,C0497,2023-11-04,105.02,Clothing,False
T00412,C0497,2023-07-11,58.76,Home & Living,False
T02075,C0206,2024-01-13,54.46,Electronics,False
T01104,C0199,2024-03-03,115.2,Electronics,False
T01702,C0473,2024-06-17,394.3,Home & Living,False
T01709,C0406,2024-05-23,59.07,Home & Living,False
T01548,C0152,2024-02-20,92.38,Clothing,False
T01205,C0400,2022-08-15,273.75,Beauty,False
T01950,C0133,2023-06-01,119.46,Sports,False
T00448,C0374,2023-06-08,66.5,,False
T02065,C0094,2022-11-11,89.15,Beauty,False
T01365,C0327,2024-02-08,220.47,Clothing,False
T00772,C0449,2023-09-02,47.62,Clothing,False
T01966,C0455,2023-11-16,19.16,Clothing,False
T00858,C0206,2023-11-07,105.16,Clothing,False
T00046,C0403,2023-10-30,174.48,Clothing,False
T01845,C0341,2023-06-30,158.53,Home & Living,False
T01455,C0175,2023-08-14,166.33,Home & Living,False
T00295,C0351,2024-05-11,196.53,Clothing,False
T01667,C0063,2024-03-09,27.21,Sports,False
T02139,C0204,2023-08-25,50.78,Clothing,False
T00572,C0361,2024-04-27,93.17,Sports,False
T01512,C0241,2024-04-04,52.85,Food & Grocery,False
T01721,C0469,2023-01-23,104.54,Clothing,False
T00437,C0415,2022-11-04,124.9,Food & Grocery,False
T00842,C0349,2024-03-11,54.34,Electronics,False
T00394,C0499,2022-09-19,150.05,Electronics,False
T00875,C0190,2024-01-22,28.75,Clothing,False
T00535,C0057,2024-05-17,353.83,Home & Living,False
T00031,C0041,2023-03-03,54.15,Clothing,False
T00651,C0188,2022-10-18,217.58,Sports,False
T01704,C0189,2024-06-22,110.54,Clothing,False
T01006,C0196,2024-02-06,55.18,Beauty,False
T01152,C0031,2023-02-12,237.39,Home & Living,True
T01881,C0279,2023-06-19,166.19,Home & Living,False
T00870,C0039,2022-12-07,56.28,Sports,False
T00614,C0367,2022-07-25,46.11,Home & Living,False
T00345,C0208,2023-11-08,61.14,Electronics,False
T00557,C0482,2023-05-08,129.08,Beauty,False
T00839,C0461,2024-01-08,130.89,Food & Grocery,False
T01396,C0341,2023-04-03,29.3,Clothing,False
T01531,C0096,2024-06-07,131.44,Clothing,False
T00353,C0318,2023-10-04,149.92,Clothing,False
T00092,C0398,2022-12-12,58.51,Sports,False
T02038,C0363,2023-10-09,82.81,Clothing,False
T01700,C0458,2024-05-31,184.71,Food & Grocery,False
T00941,C0126,2023-12-28,56.24,Home & Living,False
T01849,C0096,2024-03-26,264.35,Clothing,False
T00262,C0041,2022-08-04,34.73,Clothing,False
T00811,C0298,2022-12-20,196.48,Clothing,False
T00863,C0143,2023-09-14,661.0,Electronics,False
T01624,C0407,2023-05-25,72.79,Electronics,False
T00568,C0173,2024-04-15,74.85,Electronics,False
T00618,C0356,2023-04-07,67.71,Electronics,False
T00932,C0218,2023-10-03,97.01,Beauty,False
T00931,C0497,2024-04-30,163.41,Food & Grocery,False
T01188,C0415,2022-05-24,249.18,Electronics,False
T01515,C0357,2023-01-17,190.35,Home & Living,False
T00301,C0031,2024-03-30,87.42,Home & Living,False
T00611,C0263,2024-02-01,407.79,,False
T01084,C0041,2023-01-14,189.26,Sports,False
T00907,C0043,2024-01-28,46.13,Sports,False
T00316,C0351,2023-10-23,333.42,,False
T01917,C0490,2023-02-16,170.81,Clothing,False
T00454,C0091,2022-09-27,96.98,Food & Grocery,False
T00176,C0206,2024-03-01,60.44,Sports,False
T01469,C0453,2024-03-31,56.1,Clothing,True
T02191,C0091,2023-09-17,43.28,Electronics,False
T01928,C0171,2024-06-16,19.91,Home & Living,False
T00124,C0164,2024-05-29,145.43,Home & Living,False
T02084,C0236,2024-01-11,53.81,Clothing,False
T00395,C0111,2023-08-11,85.55,Home & Living,False
T01221,C0488,2023-05-09,466.96,Electronics,False
T00756,C0057,2023-12-26,44.04,Clothing,False
T00040,C0029,2024-03-27,188.77,Food & Grocery,False
T00463,C0017,2023-02-06,42.44,Sports,False
T00637,C0361,2024-02-16,1073.46,Clothing,False
T00701,C0093,2023-04-05,243.4,Clothing,False
T00332,C0113,2023-10-18,203.83,Beauty,True
T00195,C0190,2024-01-15,58.46,Sports,False
T02108,C0196,2024-05-23,95.85,Beauty,False
T00323,C0361,2024-03-25,96.18,Beauty,False
T01660,C0119,2023-08-29,58.27,Electronics,False
T00267,C0387,2023-11-26,194.63,Clothing,False
T01105,C0351,2023-12-12,55.68,Beauty,False
T01717,C0219,2024-01-16,139.88,Food & Grocery,False
T00580,C0446,2023-09-03,97.43,Sports,False
T02149,C0105,2024-05-30,38.86,Home & Living,False
T01606,C0302,2024-02-01,125.32,Electronics,False
T01914,C0487,2024-04-06,231.36,Home & Living,False
T02059,C0234,2024-02-05,36.91,Food & Grocery,False
T00679,C0361,2023-12-09,33.71,Electronics,False
T00765,C0126,2024-04-11,22.16,Beauty,True
T01473,C0351,2023-10-22,65.71,Home & Living,False
T01777,C0234,2024-03-12,286.36,Clothing,False
T02138,C0180,2023-11-16,38.59,Clothing,False
T00917,C0126,2024-06-22,32.37,Home & Living,True
T00573,C0293,2024-01-24,204.03,Clothing,False
T01836,C0383,2023-02-13,70.93,Clothing,False
T01894,C0363,2024-02-15,116.71,Electronics,False
T00894,C0441,2023-12-11,178.31,Beauty,True
T01243,C0042,2023-12-02,67.19,Electronics,False
T00975,C0034,2024-03-03,47.38,Clothing,False
T01422,C0361,2023-11-26,109.51,,False
T01190,C0211,2024-01-29,50.56,Clothing,False
T01178,C0048,2023-11-30,63.06,Clothing,False
T01394,C0498,2024-02-08,49.5,Home & Living,True
T01487,C0422,2023-12-13,9800.0,Home & Living,False
T02182,C0432,2024-06-03,125.16,,False
T01388,C0124,2024-04-15,12000.0,Sports,False
T00366,C0140,2023-10-13,55.19,Home & Living,False
T00706,C0314,2023-05-05,55.71,Beauty,False
T01226,C0063,2023-08-01,248.23,Sports,False
T00820,C0370,2024-05-03,132.83,Clothing,False
T01224,C0310,2023-10-23,81.35,Electronics,False
T00584,C0210,2022-08-24,27.87,Clothing,False
T00808,C0368,2023-05-03,239.63,Clothing,False
T02072,C0211,2024-01-04,347.25,Home & Living,False
T01122,C0133,2023-12-17,104.45,Home & Living,False
T00938,C0031,2023-03-10,96.54,Food & Grocery,False
T01755,C0063,2022-09-05,211.67,Beauty,False
T01091,C0211,2024-01-03,57.07,Beauty,False
T01546,C0112,2023-11-13,35.5,Clothing,False
T01654,C0297,2024-04-28,16.68,Clothing,False
T00319,C0325,2024-03-12,61.2,Beauty,False
T00687,C0299,2024-01-14,936.19,Electronics,False
T00991,C0388,2023-10-23,409.02,Clothing,False
T00789,C0335,2024-04-13,23.73,Clothing,True
T01651,C0310,2023-11-11,128.17,Clothing,False
T01566,C0048,2024-02-20,234.57,Beauty,False
T00344,C0244,2024-04-08,29.8,Beauty,False
T00399,C0187,2024-05-11,87.94,Clothing,False
T00585,C0225,2023-10-30,21.86,Home & Living,False
T02105,C0435,2024-01-28,80.02,Clothing,True
T01147,C0279,2023-06-26,47.07,Beauty,True
T00293,C0410,2024-05-21,352.01,Home & Living,False
T00874,C0163,2022-11-12,44.14,Beauty,False
T01114,C0136,2024-02-29,37.88,Beauty,False
T01272,C0442,2023-09-06,11.08,Beauty,False
T01504,C0413,2023-11-15,10.32,Food & Grocery,False
T00142,C0344,2023-06-22,70.1,Clothing,False
T01074,C0199,2024-03-30,12.3,Beauty,False
T00003,C0200,2024-02-24,83.63,Sports,False
T00577,C0211,2024-03-10,143.09,Beauty,False
T01383,C0313,2022-12-24,22.18,Sports,False
T00340,C0488,2023-03-01,323.62,Electronics,False
T00890,C0171,2023-12-07,45.2,Clothing,False
T00266,C0136,2024-01-17,152.13,Home & Living,False
T00377,C0444,2022-11-25,38.69,Home & Living,False
T02135,C0093,2024-01-28,99.27,Beauty,False
T00440,C0150,2024-03-05,129.96,,False
T00272,C0369,2024-02-01,54.94,Food & Grocery,False
T00245,C0205,2023-12-26,45.55,Electronics,False
T00977,C0048,2022-10-30,215.28,Electronics,False
T01579,C0298,2023-07-02,942.3,Electronics,False
T00832,C0398,2023-01-24,115.02,Clothing,False
T00906,C0214,2024-05-03,72.36,Beauty,False
T00608,C0308,2023-11-07,84.44,Electronics,False
T00416,C0499,2023-06-04,18.81,Electronics,False
T00274,C0341,2023-07-16,68.3,Clothing,False
T01095,C0044,2022-06-21,66.09,Clothing,False
T00251,C0094,2023-01-30,59.07,Home & Living,False
T00414,C0113,2023-10-20,66.71,Sports,False
T01736,C0210,2023-05-12,58.5,Sports,False
T01564,C0202,2022-12-28,12.25,Sports,False
T00311,C0234,2024-03-23,302.58,Electronics,False
T01348,C0196,2023-08-21,133.37,Electronics,False
T00781,C0272,2024-02-26,31.29,Beauty,False
T00426,C0398,2024-02-14,50.44,Home & Living,False
T02150,C0372,2023-01-14,41.35,Electronics,False
T00927,C0083,2023-12-19,70.22,Food & Grocery,False
T01952,C0209,2024-03-23,102.58,Home & Living,True
T01621,C0377,2023-06-13,235.46,Home & Living,False
T01343,C0335,2022-10-29,127.85,Electronics,False
T01233,C0397,2024-02-20,25.23,Home & Living,False
T01018,C0172,2024-01-03,34.19,Food & Grocery,False
T00527,C0294,2024-02-01,245.7,Home & Living,False
T01180,C0126,2023-10-19,86.83,Clothing,False
T01452,C0051,2024-04-10,194.42,Clothing,False
T00183,C0112,2024-01-19,23.07,Clothing,False
T00171,C0412,2023-07-04,58.5,Electronics,False
T01481,C0500,2023-12-05,37.37,Sports,False
T00837,C0327,2023-10-22,226.36,Electronics,False
T00188,C0298,2024-02-18,15.47,Home & Living,False
T00620,C0205,2024-02-03,157.34,Beauty,False
T02098,C0218,2023-06-22,151.28,Beauty,True
T00159,C0283,2023-10-11,77.09,Beauty,True
T01524,C0398,2024-01-17,86.41,Clothing,False
T00273,C0077,2023-04-30,98.07,Sports,False
T00615,C0215,2024-06-20,115.17,Electronics,False
T01858,C0154,2023-07-31,45.46,Beauty,False
T01638,C0455,2023-09-11,316.69,Food & Grocery,False
T01545,C0211,2024-03-06,73.74,Electronics,False
T00372,C0033,2023-04-23,49.44,Clothing,False
T00223,C0112,2024-01-29,43.51,Sports,False
T00594,C0171,2023-12-04,30.42,Beauty,False
T01024,C0373,2024-06-10,429.38,Electronics,False
T00974,C0500,2023-10-15,92.56,,False
T00783,C0051,2023-11-22,90.1,Sports,False
T01937,C0415,2024-03-02,787.32,Sports,False
T00137,C0022,2023-12-03,95.93,Clothing,False
T00519,C0293,2022-09-27,120.04,Clothing,False
T01745,C0096,2024-05-15,67.1,Clothing,False
T00335,C0372,2022-12-25,127.06,Clothing,False
T01602,C0079,2022-10-19,76.99,Beauty,False
T01392,C0276,2024-03-18,227.12,Clothing,False
T01259,C0210,2023-11-11,133.37,Electronics,False
T01209,C0125,2024-06-21,46.68,Beauty,False
T00711,C0455,2023-04-09,54.14,Sports,False
T00016,C0325,2023-08-10,380.37,Beauty,False
T02126,C0449,2023-10-03,38.66,Home & Living,False
T01115,C0124,2023-09-17,65.19,Clothing,True
T01846,C0078,2023-01-08,167.59,Clothing,False
T02024,C0442,2024-02-22,42.74,Beauty,False
T00571,C0474,2024-02-02,80.17,Clothing,False
T00655,C0415,2024-06-02,12.83,Clothing,False
T01779,C0078,2023-09-07,63.83,Sports,False
T01582,C0151,2024-02-20,65.73,Food & Grocery,False
T00466,C0455,2023-01-01,83.26,Beauty,False
T01062,C0125,2023-07-08,87.72,Home & Living,False
T00200,C0382,2023-12-08,72.25,Clothing,True
T01599,C0335,2022-12-18,469.36,Clothing,False
T01436,C0439,2023-12-24,260.48,Clothing,True
T01264,C0112,2024-04-18,100.5,Beauty,False
T01092,C0102,2023-02-25,67.61,Sports,False
T02041,C0049,2024-01-13,100.66,Electronics,False
T01310,C0303,2023-11-14,52.94,Beauty,False
T01554,C0174,2023-06-28,113.05,Electronics,True
T01118,C0410,2024-02-29,77.73,Clothing,False
T00592,C0206,2023-12-18,33.57,Sports,False
T01176,C0026,2024-05-02,96.28,Clothing,False
T01677,C0415,2024-05-15,7200.0,Beauty,False
T01698,C0232,2023-01-25,71.23,Beauty,False
T01591,C0199,2024-05-02,184.08,Sports,False
T01562,C0449,2024-02-02,214.67,Clothing,False
T01701,C0234,2024-05-07,46.49,Food & Grocery,False
T00044,C0029,2023-07-13,166.77,Home & Living,False
T01279,C0264,2022-04-07,134.86,Clothing,False
T00275,C0465,2024-06-03,156.08,,False
T02133,C0302,2023-10-19,54.56,Sports,False
T00102,C0277,2023-06-20,48.27,Home & Living,False
T01135,C0342,2024-06-15,34.72,Home & Living,False
T01273,C0394,2023-02-17,27.52,Clothing,True
T01877,C0061,2023-06-29,25.61,Clothing,False
T00108,C0069,2023-04-09,58.07,Electronics,False
T01478,C0043,2023-01-27,31.51,Clothing,False
T00498,C0069,2024-04-01,86.88,Food & Grocery,False
T01459,C0303,2022-11-08,28.47,Electronics,False
T02030,C0423,2024-03-30,17.81,Electronics,False
T01334,C0099,2024-03-05,153.06,Electronics,False
T00999,C0210,2023-08-20,96.92,Home & Living,False
T02180,C0403,2023-03-24,237.11,Clothing,False
T02009,C0465,2022-09-22,214.47,Home & Living,False
T01547,C0444,2024-06-21,64.67,Sports,False
T02017,C0167,2023-09-16,232.68,Food & Grocery,False
T01570,C0283,2022-12-07,375.08,Clothing,False
T01657,C0241,2023-08-13,18.7,Home & Living,False
T00713,C0230,2023-11-12,120.1,Food & Grocery,False
T00073,C0294,2023-04-07,38.67,,False
T00501,C0490,2022-07-19,86.16,Sports,False
T01555,C0051,2023-11-21,18.72,Home & Living,False
T01277,C0208,2024-03-22,30.68,Home & Living,False
T00889,C0027,2024-02-05,30.69,Beauty,False
T00482,C0362,2024-03-22,57.53,Beauty,True
T01718,C0152,2024-02-13,50.06,Electronics,False
T00507,C0077,2023-10-21,156.83,Sports,False
T01544,C0091,2023-10-15,29.38,Electronics,False
T01511,C0210,2022-11-09,109.15,Home & Living,False
T01267,C0415,2023-11-04,46.92,Beauty,False
T02005,C0446,2023-04-11,49.7,Clothing,True
T01038,C0482,2022-10-23,61.48,Electronics,False
T01576,C0357,2023-03-06,135.33,Clothing,False
T01065,C0031,2023-10-06,136.54,Home & Living,False
T01710,C0398,2022-12-13,31.25,Electronics,False
T01126,C0197,2022-12-16,54.99,Clothing,False
T00312,C0294,2023-02-27,122.17,Electronics,False
T01107,C0171,2024-04-24,95.46,Clothing,False
T00406,C0415,2022-07-02,156.34,Clothing,True
T01086,C0362,2023-12-09,134.05,Food & Grocery,False
T01051,C0112,2024-01-16,197.77,Home & Living,False
T02185,C0044,2022-08-08,62.74,Electronics,False
T00989,C0440,2024-06-27,27.6,Clothing,False
T02099,C0041,2024-05-09,56.4,Home & Living,False
T00310,C0358,2023-07-01,99.46,Beauty,False
T00227,C0197,2024-06-18,265.29,Clothing,False
T00744,C0060,2023-12-12,210.21,Clothing,False
T00807,C0089,2024-02-12,177.84,Electronics,False
T02178,C0401,2023-11-02,22.42,Food & Grocery,False
T01945,C0415,2022-03-14,149.39,Home & Living,False
T01748,C0410,2023-11-29,67.6,Sports,False
T01833,C0060,2024-03-04,191.85,Sports,False
T01106,C0102,2023-02-01,100.66,Beauty,False
T01984,C0234,2024-03-05,23.46,,False
T01079,C0335,2023-10-03,49.17,Home & Living,False
T00149,C0121,2023-12-23,49.05,Electronics,False
T01634,C0029,2023-10-26,55.38,Home & Living,False
T01108,C0186,2023-11-23,195.39,Sports,False
T01437,C0124,2023-11-05,60.13,Clothing,False
T00292,C0133,2022-07-22,98.37,Beauty,False
T00693,C0091,2023-12-16,146.92,Clothing,False
T00819,C0096,2024-06-25,109.06,Electronics,False
T00705,C0206,2024-06-24,57.2,Electronics,False
T01573,C0086,2024-04-24,101.27,Electronics,False
T01957,C0174,2022-09-25,365.97,Clothing,False
T01112,C0112,2023-12-13,162.95,Electronics,False
T00576,C0119,2022-12-18,71.89,Home & Living,False
T00558,C0096,2024-02-27,73.01,Clothing,False
T01321,C0408,2022-10-23,156.74,Electronics,False
T00702,C0385,2023-11-09,240.43,Clothing,True
T01011,C0294,2023-09-26,44.38,Beauty,False
T01380,C0447,2023-11-22,39.7,Food & Grocery,False
T01402,C0382,2024-02-24,264.25,Electronics,False
T01612,C0466,2024-02-29,92.46,Electronics,False
T01438,C0394,2023-03-24,55.35,Sports,False
T00749,C0203,2023-06-18,342.78,Sports,False
T01386,C0335,2023-10-17,66.99,Sports,True
T01915,C0403,2022-10-24,161.66,Food & Grocery,False
T00168,C0430,2023-12-17,107.15,Clothing,False
T00731,C0044,2024-03-09,75.03,Sports,False
T01265,C0203,2023-04-10,57.95,Home & Living,False
T00287,C0144,2024-06-28,30.57,Beauty,False
T01320,C0366,2024-03-11,113.95,Home & Living,False
T01921,C0157,2023-10-27,118.43,Sports,False
T01037,C0210,2024-02-15,28.66,Clothing,True
T00629,C0004,2023-08-11,22.25,Electronics,False
T00599,C0384,2023-05-25,59.45,Sports,False
T01171,C0398,2024-01-12,258.41,Sports,False
T00378,C0405,2024-02-21,67.83,Home & Living,False
T01964,C0124,2024-05-18,86.86,Clothing,False
T01411,C0368,2023-05-28,80.93,Electronics,False
T01902,C0085,2022-08-29,145.19,Home & Living,False
T01245,C0170,2023-10-29,136.61,Sports,False
T01463,C0394,2024-01-07,120.58,Electronics,False
T01088,C0403,2023-08-19,150.48,Electronics,False
T00042,C0259,2023-12-27,59.85,Beauty,False
T01890,C0429,2024-06-24,35.79,Clothing,False
T00901,C0181,2024-01-05,93.64,Electronics,False
T01434,C0057,2024-03-18,54.72,Electronics,False
T01315,C0300,2024-02-16,20.83,Clothing,False
T01892,C0051,2024-03-03,123.87,Beauty,False
T01271,C0052,2022-07-11,54.44,Beauty,False
T01556,C0302,2023-06-01,130.15,Clothing,False
T00610,C0367,2023-04-23,24.56,Sports,False
T01250,C0356,2024-02-24,104.12,Home & Living,False
T01557,C0210,2023-08-06,208.25,Sports,False
T02060,C0464,2023-07-28,22.39,Beauty,False
T01619,C0458,2024-04-03,174.04,Sports,False
T01217,C0345,2023-12-11,119.84,Home & Living,False
T00494,C0029,2023-05-06,221.98,Home & Living,False
T01578,C0325,2023-10-02,117.39,Home & Living,False
T00278,C0229,2023-10-27,232.11,Beauty,True
T00758,C0051,2024-02-16,20.11,Beauty,False
T02134,C0015,2023-12-02,41.16,Clothing,True
T00359,C0394,2023-09-13,33.39,Beauty,False
T01997,C0125,2023-08-10,229.11,Clothing,False
T00237,C0188,2024-06-30,109.04,Clothing,False
T00552,C0218,2024-03-22,39.29,Clothing,False
T00521,C0179,2023-10-24,42.06,Home & Living,False
T01567,C0495,2023-08-22,47.18,Electronics,False
T00209,C0454,2024-02-24,60.88,Beauty,False
T01661,C0384,2023-06-22,443.03,Electronics,False
T00882,C0203,2023-10-14,238.6,Beauty,False
T00721,C0269,2022-05-01,13.16,Sports,False
T01482,C0214,2024-03-05,378.92,Beauty,False
T01874,C0171,2024-05-06,41.02,Electronics,False
T01670,C0049,2023-08-24,63.52,Home & Living,False
T00059,C0179,2024-04-20,59.67,Clothing,False
T00632,C0112,2024-03-31,12.12,Sports,False
T01899,C0358,2023-08-31,429.44,Clothing,False
T01262,C0325,2023-12-21,46.64,Food & Grocery,False
T00593,C0406,2023-09-26,273.9,Sports,False
T01891,C0446,2023-10-20,195.24,Sports,False
T00364,C0367,2023-07-31,55.06,Clothing,False
T01822,C0302,2023-12-11,256.61,Electronics,False
T00506,C0091,2023-08-04,28.53,Electronics,False
T01054,C0112,2024-02-02,31.7,Beauty,False
T01774,C0500,2023-11-09,89.32,Sports,False
T01468,C0279,2024-01-09,288.4,Beauty,True
T01978,C0197,2023-01-17,55.21,Sports,False
T00905,C0413,2024-02-19,103.97,Beauty,False
T00734,C0112,2023-12-18,26.68,Sports,False
T01448,C0489,2022-11-02,104.61,Electronics,False
T02129,C0247,2024-05-01,179.6,Home & Living,False
T01186,C0057,2024-05-29,95.63,Clothing,False
T01851,C0351,2023-11-03,113.65,Home & Living,False
T01922,C0453,2024-06-05,243.42,Clothing,False
T00119,C0469,2023-01-27,9800.0,Beauty,False
T02125,C0355,2024-03-11,244.64,Clothing,False
T00707,C0208,2023-11-01,53.21,Beauty,False
T02107,C0298,2024-04-24,181.13,Clothing,False
T00746,C0208,2024-05-29,66.0,Home & Living,False
T00523,C0093,2023-02-15,40.22,Sports,False
T00916,C0234,2024-01-26,48.59,Clothing,False
T01415,C0415,2023-08-02,102.21,Electronics,False
T01101,C0126,2023-12-10,279.54,Home & Living,False
T01045,C0357,2023-10-28,35.53,Food & Grocery,False
T00514,C0152,2023-07-15,862.18,Clothing,False
T00082,C0266,2024-01-20,45.88,Beauty,False
T01884,C0085,2023-05-01,26.63,Home & Living,False
T01026,C0379,2023-03-31,49.45,Clothing,False
T01222,C0042,2024-05-23,28.48,Clothing,True
T00915,C0484,2023-12-05,352.79,Electronics,False
T00381,C0061,2024-01-16,347.7,Clothing,False
T01234,C0350,2024-01-11,52.89,Beauty,False
T02029,C0482,2022-10-13,71.77,Home & Living,False
T00085,C0044,2022-09-08,195.91,Beauty,False
T02011,C0041,2023-07-12,61.13,Electronics,False
T00673,C0474,2024-05-09,37.24,Beauty,False
T00775,C0444,2023-05-14,343.35,Clothing,False
T00330,C0303,2022-09-25,66.18,Food & Grocery,False
T00007,C0104,2024-02-08,60.17,Clothing,False
T00944,C0021,2023-12-06,119.1,Home & Living,False
T01230,C0208,2024-04-29,164.67,Home & Living,False
T01610,C0388,2023-12-02,54.41,Food & Grocery,False
T00910,C0415,2022-12-02,60.47,Home & Living,False
T00469,C0422,2024-04-03,47.05,Sports,False
T00182,C0094,2023-09-30,126.75,Clothing,False
T00165,C0267,2024-02-08,105.5,,False
T01550,C0251,2023-09-24,71.35,Electronics,False
T00452,C0043,2023-03-28,369.89,Clothing,False
T01726,C0026,2024-04-04,46.9,Clothing,False
T00491,C0474,2023-10-27,78.19,Beauty,False
T02141,C0294,2023-05-01,53.05,Home & Living,False
T01776,C0375,2024-04-27,132.22,Home & Living,False
T00288,C0318,2024-02-08,370.38,Clothing,True
T01162,C0453,2024-01-12,89.47,Food & Grocery,False
T00088,C0374,2023-04-15,25.87,Clothing,False
T01720,C0112,2024-05-18,24.49,Clothing,False
T00803,C0438,2023-11-30,92.56,Home & Living,False
T01058,C0209,2024-02-01,34.56,,False
T01002,C0499,2022-11-27,180.77,Clothing,True
T02193,C0482,2022-10-18,60.2,Sports,False
T02045,C0498,2024-06-22,22.31,Clothing,False
T01081,C0294,2024-03-05,75.7,Home & Living,False
T01139,C0296,2023-06-06,68.21,Sports,False
T01223,C0394,2023-01-20,59.61,Electronics,False
T01975,C0048,2024-06-14,65.87,Clothing,False
T01335,C0076,2022-07-05,39.61,Clothing,False
T01981,C0027,2023-08-06,10.0,Clothing,False
T00328,C0481,2023-11-08,126.81,Sports,False
T01826,C0247,2024-03-27,57.74,Clothing,False
T00443,C0039,2024-01-27,75.86,Food & Grocery,False
T00835,C0367,2022-06-04,179.62,Home & Living,False
T01727,C0141,2023-11-21,27.63,Home & Living,False
T01681,C0302,2023-05-29,54.11,Home & Living,False
T00833,C0063,2023-07-06,40.5,Clothing,False
T01291,C0276,2024-01-30,72.37,Food & Grocery,True
T00349,C0068,2023-08-08,75.06,Beauty,False
T01138,C0318,2024-01-22,36.34,Home & Living,False
T00178,C0444,2023-12-22,47.41,Food & Grocery,False
T01855,C0049,2023-02-24,70.3,Home & Living,False
T01484,C0206,2024-02-14,52.69,Electronics,True
T01000,C0342,2024-06-17,25.75,Electronics,False
T00087,C0157,2023-02-01,55.71,Sports,False
T01691,C0293,2023-12-23,36.73,Home & Living,False
T02164,C0382,2023-05-31,109.5,Beauty,False
T02022,C0154,2023-09-13,67.55,Electronics,False
T00979,C0208,2024-03-09,93.23,Clothing,False
T00458,C0474,2023-10-25,69.35,Electronics,False
T00778,C0116,2024-04-08,25.42,Home & Living,False
T02145,C0482,2023-07-07,129.67,Food & Grocery,False
T00643,C0155,2023-08-27,64.82,Electronics,False
T02121,C0313,2022-06-15,48.43,Clothing,False
T00055,C0497,2023-12-07,120.1,Beauty,False
T01453,C0124,2024-06-29,33.75,,False
T01801,C0279,2023-11-28,219.94,Electronics,False
T02130,C0063,2024-03-23,88.9,Clothing,False
T00644,C0310,2023-10-29,385.72,Clothing,False
T02021,C0318,2024-01-04,115.76,Food & Grocery,False
T01212,C0500,2024-05-13,77.46,Clothing,False
T00678,C0031,2023-03-20,285.87,Clothing,False
T00222,C0325,2023-10-19,54.83,Home & Living,True
T00114,C0066,2022-10-13,157.45,Beauty,False
T01199,C0120,2023-04-25,18.44,Clothing,False
T00988,C0276,2023-12-16,66.86,Electronics,False
T01461,C0083,2023-12-14,13.43,Home & Living,False
T01587,C0337,2024-05-08,41.94,Clothing,False
T01010,C0229,2024-04-03,127.83,Clothing,False
T00175,C0387,2024-06-27,48.55,Sports,False
T01072,C0133,2023-06-18,67.3,Clothing,True
T00590,C0388,2024-06-28,41.22,Beauty,False
T01848,C0403,2023-01-25,265.8,Clothing,False
T01873,C0091,2022-09-25,134.39,Home & Living,False
T00019,C0082,2024-06-19,81.46,Clothing,False
T00424,C0394,2023-01-09,123.09,Home & Living,False
T01951,C0374,2023-03-04,41.12,Electronics,False
T00286,C0474,2023-04-08,75.38,Home & Living,False
T01898,C0381,2023-06-07,88.07,Electronics,False
T00429,C0112,2024-04-13,232.51,Electronics,False
T01767,C0314,2024-05-11,91.55,Electronics,False
T00670,C0410,2023-12-03,267.66,Electronics,False
T00032,C0043,2023-06-02,87.09,Electronics,False
T00723,C0218,2023-12-15,154.14,Clothing,True
T00952,C0015,2023-09-26,32.71,Clothing,False
T01360,C0435,2024-03-15,118.09,Beauty,True
T00215,C0111,2023-02-09,127.14,Home & Living,False
T01382,C0163,2024-05-09,10.59,Clothing,False
T00327,C0031,2023-05-18,100.22,Beauty,False
T00561,C0422,2024-01-26,63.62,Clothing,False
T01943,C0474,2023-05-20,97.72,Sports,False
T00342,C0170,2023-12-24,137.91,Beauty,False
T00148,C0063,2024-03-13,45.54,Clothing,False
T01424,C0358,2022-11-23,26.19,Clothing,False
T01669,C0263,2024-01-31,78.39,Sports,True
T00967,C0126,2024-06-20,229.85,Clothing,True
T00156,C0126,2023-10-31,73.09,Home & Living,False
T01289,C0017,2023-05-29,14.85,Electronics,False
T01568,C0324,2024-05-14,75.28,Home & Living,True
T01805,C0090,2023-05-14,105.22,Electronics,False
T01428,C0077,2023-09-14,73.11,Clothing,False
T02109,C0028,2023-10-04,104.21,,False
T01431,C0311,2024-02-13,75.74,Sports,False
T02086,C0273,2024-02-11,54.42,Beauty,False
T01789,C0308,2023-11-03,67.07,Beauty,False
T02079,C0124,2024-01-15,42.67,Food & Grocery,False
T01381,C0394,2024-02-27,112.62,Electronics,False
T01934,C0355,2023-12-31,233.46,Clothing,False
T01935,C0096,2024-04-19,154.49,Clothing,False
T00939,C0051,2023-09-09,108.47,Electronics,False
T01939,C0482,2023-09-16,44.61,Sports,False
T00347,C0232,2024-01-05,38.82,Clothing,False
T02110,C0155,2023-12-13,46.18,Clothing,False
T02194,C0124,2024-04-11,231.16,Clothing,False
T00386,C0061,2023-02-23,23.64,Clothing,False
T01559,C0104,2024-01-04,363.46,Clothing,False
T01256,C0293,2024-06-22,52.24,Beauty,False
T00244,C0133,2022-12-14,96.82,Electronics,True
T01534,C0500,2023-02-24,130.73,Clothing,False
T00937,C0494,2023-10-26,36.07,Home & Living,False
T01893,C0263,2024-01-15,208.52,Beauty,False
